date,#,filename,path,type,CWT,FIR,LabView ver,Py_version,project,hard_exclude,mouse_id,patch_site,best_frequency,tuning,tuning_from,need_checking,intrinsic_check,tuning_check,final_inclusion,fs_neuron
20230620,6,20230620_006,E:\in-vivo_patch\20230620/20230620_006_.tdms,Log sFM,no,20230320,1.6,3,Ic_map,exclude,TG147,,15607.8399,no,,,,,,
20230620,7,20230620_007,E:\in-vivo_patch\20230620/20230620_007_.tdms,Pure Tones,no,20230320,1.6,3,Ic_map,,TG147,up,16217.20985,yes,,,,exclude,,
20230620,8,20230620_008,E:\in-vivo_patch\20230620/20230620_008_.tdms,Log sFM,no,20230320,1.6,3,Ic_map,,TG147,up,16217.20985,yes,20230620_007,,,exclude,,
20230620,9,20230620_009,E:\in-vivo_patch\20230620/20230620_009_.tdms,Pure Tones,no,20230320,1.6,3,Ic_map,,TG147,up,19128.54096,yes,,,flag,exclude,,
20230620,10,20230620_010,E:\in-vivo_patch\20230620/20230620_010_.tdms,Log sFM,no,20230320,1.6,3,Ic_map,,TG147,up,19128.54096,yes,20230620_009,,flag,exclude,,
20230620,11,20230620_011,E:\in-vivo_patch\20230620/20230620_011_.tdms,Log sFM,no,20230320,1.6,3,Ic_map,exclude,,,,,,,,,,
20230623,1,20230623_001,E:\in-vivo_patch\20230623/20230623_001_.tdms,Pure Tones,no,20230320,1.6,3,Ic_map,exclude,unknown,,,,,,,,,
20230623,2,20230623_002,E:\in-vivo_patch\20230623/20230623_002_.tdms,Log sFM,no,20230320,1.6,3,Ic_map,exclude,unknown,,,,,,,,,
20230628,1,20230628_001,E:\in-vivo_patch\20230628/20230628_001_.tdms,Pure Tones,no,20230320,1.6,3,Ic_map,exclude,TG145,,,,,,,,,
20230628,2,20230628_002,E:\in-vivo_patch\20230628/20230628_002_.tdms,Pure Tones,no,20230320,1.6,3,Ic_map,,TG145,up,8806.575268,yes,,,,,yes,
20230628,3,20230628_003,E:\in-vivo_patch\20230628/20230628_003_.tdms,Log sFM,no,20230320,1.6,3,Ic_map,exclude,TG145,,,,,,,,,
20230630,1,20230630_001,E:\in-vivo_patch\20230630/20230630_001_.tdms,Pure Tones,no,20230320,1.6,3,Ic_map,exclude,TG145,,,,,,,,,
20230630,2,20230630_002,E:\in-vivo_patch\20230630/20230630_002_.tdms,Pure Tones,no,20230320,1.6,3,Ic_map,,TG145,up,11842.81815,yes,,,,,yes,
20230630,3,20230630_003,E:\in-vivo_patch\20230630/20230630_003_.tdms,Log sFM,no,20230320,1.6,3,Ic_map,,TG145,up,11842.81815,,20230630_002,,,,yes,
20230630,4,20230630_004,E:\in-vivo_patch\20230630/20230630_004_.tdms,Log sFM,no,20230320,1.6,3,Ic_map,,TG145,up,11842.81815,,20230630_002,,,,,
20230630,5,20230630_005,E:\in-vivo_patch\20230630/20230630_005_.tdms,Pure Tones,no,20230320,1.6,3,Ic_map,exclude,TG145,,,,,,,,,
20230630,6,20230630_006,E:\in-vivo_patch\20230630/20230630_006_.tdms,Pure Tones,no,20230320,1.6,3,Ic_map,exclude,TG145,,,,,,,,,
20230630,7,20230630_007,E:\in-vivo_patch\20230630/20230630_007_.tdms,Pure Tones,no,20230320,1.6,3,Ic_map,,TG145,low,14122.90626,maybe,,,,,,
20230630,8,20230630_008,E:\in-vivo_patch\20230630/20230630_008_.tdms,Log sFM,no,20230320,1.6,3,Ic_map,,TG145,low,14122.90626,,20230630_007,,,,yes,yes
20230630,9,20230630_009,E:\in-vivo_patch\20230630/20230630_009_.tdms,Log sFM,no,20230320,1.6,3,Ic_map,,TG145,low,9890.748335,,20230630_010,,,,,
20230630,10,20230630_010,E:\in-vivo_patch\20230630/20230630_010_.tdms,Pure Tones,no,20230320,1.6,3,Ic_map,,TG145,low,9890.748335,maybe,,,,,,
20230630,11,20230630_011,E:\in-vivo_patch\20230630/20230630_011_.tdms,Log sFM,no,20230320,1.6,3,Ic_map,exclude,TG145,,,,,,,,,
20230630,12,20230630_012,E:\in-vivo_patch\20230630/20230630_012_.tdms,Pure Tones,no,20230320,1.6,3,Ic_map,exclude,TG145,,,,,,,,,
20230630,13,20230630_013,E:\in-vivo_patch\20230630/20230630_013_.tdms,Pure Tones,no,20230320,1.6,3,Ic_map,,TG146,low,21611.49497,yes,,,,,yes,
20230630,14,20230630_014,E:\in-vivo_patch\20230630/20230630_014_.tdms,Log sFM,no,20230320,1.6,3,Ic_map,,TG146,low,21611.49497,,20230630_013,,,,,
20230630,15,20230630_015,E:\in-vivo_patch\20230630/20230630_015_.tdms,Log sFM,no,20230320,1.6,3,Ic_map,,TG146,low,21611.49497,,20230630_013,,,,yes,
20231006,1,20231006_001,E:\in-vivo_patch\20231006/20231006_001_.tdms,Pure Tones,no,20230907,1.6,3,Ic_map,,TP035,low,9828.703179,no,,check tuning,,exclude,,
20231006,2,20231006_002,E:\in-vivo_patch\20231006/20231006_002_.tdms,Log sFM,no,20230907,1.6,3,Ic_map,,TP035,low,9828.703179,no,20231006_001,,,exclude,,
20231008,1,20231008_001,E:\in-vivo_patch\20231008/20231008_001_.tdms,Pure Tones,no,20230907,1.6,3,Ic_map,,TP032,up,14998.33068,yes,,,,,yes,
20231008,2,20231008_002,E:\in-vivo_patch\20231008/20231008_002_.tdms,Log sFM,no,20230907,1.6,3,Ic_map,,TP032,up,14998.33068,yes,20231008_001,,,,yes,
20231008,3,20231008_003,E:\in-vivo_patch\20231008/20231008_003_.tdms,Pure Tones,no,20230907,1.6,3,Ic_map,,TP032,up,18810.79505,yes,,,,,yes,
20231008,4,20231008_004,E:\in-vivo_patch\20231008/20231008_004_.tdms,Log sFM,no,20230907,1.6,3,Ic_map,,TP032,up,18810.79505,,20231008_003,,,,yes,
20231008,5,20231008_005,E:\in-vivo_patch\20231008/20231008_005_.tdms,Log sFM,no,20230907,1.6,3,Ic_map,,TP032,up,23158.52904,,20231008_006,,,,,
20231008,6,20231008_006,E:\in-vivo_patch\20231008/20231008_006_.tdms,Pure Tones,no,20230907,1.6,3,Ic_map,,TP032,up,23158.52904,yes,,,,,,
20231012,1,20231012_001,E:\in-vivo_patch\20231012/20231012_001_.tdms,Pure Tones,no,20230907,1.6,3,Ic_map,,TP026,low,13556.61748,yes,,,,,yes,
20231012,2,20231012_002,E:\in-vivo_patch\20231012/20231012_002_.tdms,Log sFM,no,20230907,1.6,3,Ic_map,,TP026,low,13556.61748,,20231012_001,,,,yes,
20231019,1,20231019_001,E:\in-vivo_patch\20231019/20231019_001_.tdms,Pure Tones,no,20230907,1.6,3,Ic_map,exclude,unknown,,,,,,,,,
20231019,2,20231019_002,E:\in-vivo_patch\20231019/20231019_002_.tdms,Log sFM,no,20230907,1.6,3,Ic_map,exclude,unknown,,,,,,,,,
20231026,1,20231026_001,E:\in-vivo_patch\20231026/20231026_001_.tdms,Pure Tones,no,20230907,1.6,3,Ic_map,,TP057,up,37902.84799,yes,,,,,yes,
20231026,2,20231026_002,E:\in-vivo_patch\20231026/20231026_002_.tdms,Log sFM,no,20230907,1.6,3,Ic_map,,TP057,up,37902.84799,yes,20231026_001,,,,yes,
20231027,1,20231027_001,E:\in-vivo_patch\20231027/20231027_001_.tdms,Log sFM,no,20230907,1.6,3,Ic_map,,TP057,up,9016.746102,yes,20231027_002,,,,,
20231027,2,20231027_002,E:\in-vivo_patch\20231027/20231027_002_.tdms,Pure Tones,no,20230907,1.6,3,Ic_map,,TP057,up,9016.746102,yes,,check tuning,,,,
20231110,1,20231110_001,E:\in-vivo_patch\20231110/20231110_001_.tdms,Log sFM,no,20230907,1.6,3,Ic_map,exclude,TP064,low,,no,,,,,,
20231121,1,20231121_001,E:\in-vivo_patch\20231121/20231121_001_.tdms,Pure Tones,no,20230907,1.6,3,Ic_map,exclude,TP064,low,4578.418161,yes,,,,,,
20231121,2,20231121_002,E:\in-vivo_patch\20231121/20231121_002_.tdms,Log sFM,no,20230907,1.6,3,Ic_map,,TP064,low,4578.418161,,20231121_001,,,,yes,
20231121,3,20231121_003,E:\in-vivo_patch\20231121/20231121_003_.tdms,Log sFM,no,20230907,1.6,3,Ic_map,,TP064,low,4567.457758,,20231121_004,,,,,
20231121,4,20231121_004,E:\in-vivo_patch\20231121/20231121_004_.tdms,Pure Tones,no,20230907,1.6,3,Ic_map,,TP064,low,4567.457758,yes,,,,,yes,
20231121,5,20231121_005,E:\in-vivo_patch\20231121/20231121_005_.tdms,Log sFM,no,20230907,1.6,3,Ic_map,,TP064,low,3356.122349,,20231121_006,,,,yes,
20231121,6,20231121_006,E:\in-vivo_patch\20231121/20231121_006_.tdms,Pure Tones,no,20230907,1.6,3,Ic_map,,TP064,low,3356.122349,yes,,,,,yes,
20231121,7,20231121_007,E:\in-vivo_patch\20231121/20231121_007_.tdms,Log sFM,no,20230907,1.6,3,Ic_map,,TP064,up,14677.33807,,20231121_008,,,,,
20231121,8,20231121_008,E:\in-vivo_patch\20231121/20231121_008_.tdms,Pure Tones,no,20230907,1.6,3,Ic_map,,TP064,up,14677.33807,yes,,,,,,
20231128,1,20231128_001,E:\in-vivo_patch\20231128/20231128_001_.tdms,Pure Tones,no,20230907,1.6,3,Ic_map,exclude,TP087,,,,,,,,,
20231128,2,20231128_002,E:\in-vivo_patch\20231128/20231128_002_.tdms,Pure Tones,no,20230907,1.6,3,Ic_map,,TP087,low,7523.140739,maybe,,check tuning,,,,
20231128,3,20231128_003,E:\in-vivo_patch\20231128/20231128_003_.tdms,Log sFM,no,20230907,1.6,3,Ic_map,exclude,TP087,low,7523.140739,no,,,,,,
20231128,4,20231128_004,E:\in-vivo_patch\20231128/20231128_004_.tdms,Log sFM,no,20230907,1.6,3,Ic_map,,TP087,low,7523.140739,yes,20231128_002,,,,,
20231128,5,20231128_005,E:\in-vivo_patch\20231128/20231128_005_.tdms,Pure Tones,no,20230907,1.6,3,Ic_map,exclude,TP087,low,10089.65104,no,,,,,,
20231128,6,20231128_006,E:\in-vivo_patch\20231128/20231128_006_.tdms,Pure Tones,no,20230907,1.6,3,Ic_map,,TP087,low,8874.123151,yes,,check tuning,,exclude,,
20231128,7,20231128_007,E:\in-vivo_patch\20231128/20231128_007_.tdms,Log sFM,no,20230907,1.6,3,Ic_map,,TP087,low,8874.123151,yes,20231128_006,,,exclude,,
20231128,8,20231128_008,E:\in-vivo_patch\20231128/20231128_008_.tdms,Pure Tones,no,20230907,1.6,3,Ic_map,,TP087,low,5714.906063,yes,,,,,,
20231128,9,20231128_009,E:\in-vivo_patch\20231128/20231128_009_.tdms,Log sFM,no,20230907,1.6,3,Ic_map,,TP087,low,5714.906063,,20231128_008,,,,,
20231128,10,20231128_010,E:\in-vivo_patch\20231128/20231128_010_.tdms,Log sFM,no,20230907,1.6,3,Ic_map,,TP087,low,5714.906063,,20231128_008,,,,yes,
20231128,11,20231128_011,E:\in-vivo_patch\20231128/20231128_011_.tdms,Pure Tones,no,20230907,1.6,3,Ic_map,,TP087,low,7038.747464,yes,,,,,yes,
20231128,12,20231128_012,E:\in-vivo_patch\20231128/20231128_012_.tdms,Log sFM,no,20230907,1.6,3,Ic_map,,TP087,low,7038.747464,,20231128_011,,,,,
20231129,1,20231129_001,E:\in-vivo_patch\20231129/20231129_001_.tdms,Pure Tones,no,20230907,1.6,3,Ic_map,exclude,TP087,,,,,,,,,
20231201,1,20231201_001,E:\in-vivo_patch\20231201/20231201_001_.tdms,Pure Tones,no,20230907,1.6,3,Ic_map,,TP096,low,13870.34252,yes,,,,,yes,
20231201,2,20231201_002,E:\in-vivo_patch\20231201/20231201_002_.tdms,Log sFM,no,20230907,1.6,3,Ic_map,,TP096,low,13870.34252,,20231201_001,,,,yes,
20231201,3,20231201_003,E:\in-vivo_patch\20231201/20231201_003_.tdms,Log sFM,no,20230907,1.6,3,Ic_map,,TP096,low,13870.34252,,20231201_001,,,,,
20231201,4,20231201_004,E:\in-vivo_patch\20231201/20231201_004_.tdms,Pure Tones,no,20230907,1.6,3,Ic_map,exclude,TP096,,,,,,,,,
20231201,5,20231201_005,E:\in-vivo_patch\20231201/20231201_005_.tdms,Pure Tones,no,20230907,1.6,3,Ic_map,,TP096,up,17294.41159,maybe,,,,,yes,
20231201,6,20231201_006,E:\in-vivo_patch\20231201/20231201_006_.tdms,Log sFM,no,20230907,1.6,3,Ic_map,,TP096,up,17294.41159,,20231201_005,,,,yes,
20231201,7,20231201_007,E:\in-vivo_patch\20231201/20231201_007_.tdms,Log sFM,no,20230907,1.6,3,Ic_map,,TP096,up,17294.41159,,20231201_005,,,,,
20231201,8,20231201_008,E:\in-vivo_patch\20231201/20231201_008_.tdms,Pure Tones,no,20230907,1.6,3,Ic_map,,TP096,up,20434.59304,maybe,,,,,yes,
20231201,9,20231201_009,E:\in-vivo_patch\20231201/20231201_009_.tdms,Log sFM,no,20230907,1.6,3,Ic_map,,TP096,up,20434.59304,,20231201_008,,,,yes,
20231208,1,20231208_001,E:\in-vivo_patch\20231208/20231208_001_.tdms,Pure Tones,no,20230907,1.6,3,Ic_map,exclude,TP074,,,,,,,,,
20231215,1,20231215_001,E:\in-vivo_patch\20231215/20231215_001_.tdms,Pure Tones,no,20230907,1.6,3,Ic_map,,TP109,up,18816.37336,yes,,,,,yes,
20231215,2,20231215_002,E:\in-vivo_patch\20231215/20231215_002_.tdms,Log sFM,no,20230907,1.6,3,Ic_map,,TP109,up,18816.37336,,20231215_001,,,,yes,
20231215,3,20231215_003,E:\in-vivo_patch\20231215/20231215_003_.tdms,Log sFM,no,20230907,1.6,3,Ic_map,exclude,TP109,,,,,,,,,
20231221,1,20231221_001,E:\in-vivo_patch\20231221/20231221_001_.tdms,Pure Tones,no,20230907,1.6,3,Ic_map,,TP110,low,23814.76895,no,,,,exclude,,
20231221,2,20231221_002,E:\in-vivo_patch\20231221/20231221_002_.tdms,Log sFM,no,20230907,1.6,3,Ic_map,,TP110,low,6610.686922,,20231221_003,,,,yes,
20231221,3,20231221_003,E:\in-vivo_patch\20231221/20231221_003_.tdms,Pure Tones,no,20230907,1.6,3,Ic_map,,TP110,low,6610.686922,yes,,,,,yes,
20231221,4,20231221_004,E:\in-vivo_patch\20231221/20231221_004_.tdms,Log sFM,no,20230907,1.6,3,Ic_map,,TP110,low,6610.686922,,20231221_003,,,,,
20231221,5,20231221_005,E:\in-vivo_patch\20231221/20231221_005_.tdms,Log sFM,no,20230907,1.6,3,Ic_map,,TP110,low,6942.616922,,20231221_006,,flag,exclude,,
20231221,6,20231221_006,E:\in-vivo_patch\20231221/20231221_006_.tdms,Pure Tones,no,20230907,1.6,3,Ic_map,,TP110,low,6942.616922,yes,,,,exclude,,
